vel, aj, b_max, ejection, s_coll, p_coll, stay, s_cap, b_cap
26.7,0.5,32.777351471813176,0.0030080748622745455,0.00011772696400271678,0.00012678288431061807,0.9951550826352729,0.0008195607878650668,0.0006897592634518149
26.7,1.0,32.77739029622083,0.006868,0.000133,0.000144,0.989283,0.001689,0.001134
26.7,1.5,32.777351471813176,0.011459,0.000117,0.000116,0.983325,0.002363,0.001551
26.7,2.0,32.777427945620836,0.016518,0.00015,0.000129,0.977607,0.00292,0.00177
26.7,2.5,32.777351471813176,0.022408,0.000118,0.000127,0.971505,0.003301,0.002036
26.7,3.0,32.777427945620836,0.028662,0.000142,0.000122,0.964857,0.003417,0.002316
26.7,3.5,32.77739029622083,0.035435,0.000139,0.000101,0.957856,0.003493,0.002478
26.7,4.0,32.77739029622083,0.042614,0.000147,0.000108,0.950656,0.003383,0.00255
26.7,4.5,32.77739029622083,0.050104,0.000147,0.000119,0.943375,0.003322,0.002502
26.7,5.0,32.777351471813176,0.057945,0.000139,9.8e-05,0.935988,0.003068,0.002296
30.0,0.1,32.07126186982821,0.0004551868542036506,0.0001062102659808518,0.00015172895140121688,0.99875582259851,6.069158056048675e-05,1.5172895140121687e-05
30.0,0.5,32.07142597680273,0.0026320886045511087,0.00011568191891607342,0.00011568191891607342,0.9958978411674255,0.0007330854187490495,0.00045362909777201823
30.0,1.0,32.07142597680273,0.005863,0.000121,0.000102,0.990932,0.001477,0.000791
30.0,1.5,32.07142597680273,0.010215,8e-05,9.1e-05,0.985965,0.00201,0.000985
30.0,2.0,32.07142597680273,0.014889,0.000113,8.8e-05,0.981277,0.002226,0.001209
30.0,2.5,32.07142597680273,0.020021,0.000108,8.7e-05,0.975947,0.002368,0.001247
30.0,3.0,32.07133374358709,0.025942,0.00012,6.9e-05,0.969863,0.002386,0.001372
30.0,3.5,32.07142597680273,0.032219,8.2e-05,7.9e-05,0.963665,0.002365,0.001347
30.0,4.0,32.071354103898166,0.038602,0.000117,8.2e-05,0.957469,0.002247,0.001276
30.0,4.5,32.07142597680273,0.045284,0.000109,8.2e-05,0.95115,0.002053,0.001115
30.0,5.0,32.07142597680273,0.052075,0.000112,9.4e-05,0.944473,0.001994,0.001061
