vel, aj, b_max, ejection, s_coll, p_coll, stay, s_cap, b_cap
26.7,5.0,32.777351471813176,0.057504,0.000119,7.8e-05,0.935521,0.003014,0.002401
30.0,0.1,32.07126186982821,0.0004611482591653217,7.09458860254341e-05,0.001010978875862436,0.6299462584913358,5.320941451907558e-05,1.7736471506358525e-05
30.0,0.5,32.07142597680273,0.002717794441750951,0.00010247170939634987,0.00013764856486076846,0.9506606366399067,0.0006943605382976543,0.00044353426455136507
30.0,1.0,32.07142597680273,0.006007,0.000105,8.3e-05,0.974891,0.001429,0.000766
30.0,1.5,32.07142597680273,0.010399,6.7e-05,6.9e-05,0.977579,0.001969,0.000965
30.0,2.0,32.07142597680273,0.015055,9.2e-05,7.2e-05,0.976006,0.002174,0.001222
30.0,2.5,32.07142597680273,0.020235,9.6e-05,7.2e-05,0.972493,0.002303,0.001258
30.0,3.0,32.07133374358709,0.026013,9.7e-05,5.4e-05,0.967457,0.002353,0.001412
30.0,3.5,32.07142597680273,0.032351,6.2e-05,6.2e-05,0.961795,0.002303,0.001355
30.0,4.0,32.071354103898166,0.038557,0.000103,5.7e-05,0.956088,0.002224,0.001301
30.0,4.5,32.07142597680273,0.045014,9.9e-05,6.6e-05,0.950165,0.002028,0.001129
30.0,5.0,32.07142597680273,0.051733,0.000103,7.4e-05,0.943825,0.001974,0.001124
